x,y,layer1,layer2,voltage1,voltage2,current
793.767,1130.33,TOP_LAYER,MID_LAYER_1,0.0012037,0.00118597,0.0847988
793.767,1130.33,MID_LAYER_1,MID_LAYER_2,0.00118597,0.00109705,0.070779
793.767,1130.33,MID_LAYER_2,MID_LAYER_3,0.00109705,0.00108173,0.057697
793.767,1130.33,MID_LAYER_3,MID_LAYER_4,0.00108173,0.00102596,0.0443961
793.767,1130.33,MID_LAYER_4,BOTTOM_LAYER,0.00102596,0.00101917,0.0324563
793.767,1248.44,TOP_LAYER,MID_LAYER_1,0.00117918,0.00116472,0.0691512
793.767,1248.44,MID_LAYER_1,MID_LAYER_2,0.00116472,0.00108943,0.0599305
793.767,1248.44,MID_LAYER_2,MID_LAYER_3,0.00108943,0.00107496,0.0545034
793.767,1248.44,MID_LAYER_3,MID_LAYER_4,0.00107496,0.00101815,0.0452235
793.767,1248.44,MID_LAYER_4,BOTTOM_LAYER,0.00101815,0.00101063,0.035957
793.767,1366.55,TOP_LAYER,MID_LAYER_1,0.00112543,0.00111818,0.0346805
793.767,1366.55,MID_LAYER_1,MID_LAYER_2,0.00111818,0.00107296,0.0359894
